Russia,FC St. Petersburg,Barcelona,2001,Brian Walker,94
France,Inter Milan,Liverpool,2019,Albert Gonzalez,28
Germany,FC Bayern Munich,Lorient,1995,Christopher Taylor,66
Italy,AS Roma,San Sebastian,1992,Nicholas Moore,6
Germany,Stade de Reims,Freiburg,1993,Andrew Clark,39
Germany,Real Sociedad,Leicester,1994,John Smith,21
France,Stade Rennais,Bilbao,2003,Joshua Miller,36
England,AS Roma,Gelsenkirchen,1993,Nicholas Moore,68
Russia,Stade Brestois,Wolfsburg,1991,David James,7
Italy,Manchester United,Bilbao,2002,Matthew Nelson,54
Italy,Bayer 04 Leverkusen,Dortmund,1995,George Wilson,48
Italy,AS Roma,Dortmund,2012,Nicholas Moore,52
England,AC Milan,Turin,2012,Thomas Brown,85
Germany,1. FC Köln,Rennes,2022,Nicholas Moore,2
Spain,AS Monaco,Paris,1998,James Johnson,35
Germany,Olympique Marseille,Metz,2008,Richard White,18
Russia,AS Roma,Leverkusen,1992,David James,61
Russia,SS Lazio,Bilbao,2019,Nicholas Moore,39
England,Tottenham Hotspur,Rostov,2007,Brian Walker,17
Russia,Bayer 04 Leverkusen,Liverpool,2016,Thomas Brown,42
Italy,Athletic Bilbao,San Sebastian,2002,John Lewis,52
Russia,Olympique Marseille,Moscow,1994,John Smith,70
Italy,FC Orenburg,Barcelona,1996,Matthew Nelson,64
Russia,Paris Saint Germain,Valencia,2011,Andrew Clark,46
France,SPAL 2013,Marseille,2003,Carl Taylor,0
Russia,FC Rostov,Rennes,2001,Andrew Clark,72
Russia,Sheffield United,London,2002,James Johnson,53
England,West Ham United,Sochi,2000,Brian Walker,30
Italy,AC Milan,Gelsenkirchen,1992,Norman White,67
Spain,SPAL 2013,Gelsenkirchen,2005,Thomas Brown,65
France,FC Metz,Palma de Mallorca,2005,John Smith,29
Germany,Liverpool FC,Moscow,2003,Edward Phillips,44
Russia,FC Schalke 04,Reims,2011,Thomas Brown,41
Italy,TSG 1899 Hoffenheim,Rostov,2015,Timothy Harris,39
Spain,Chelsea FC,Ferrara,2017,Jeffrey Adams,65
England,Inter Milan,Liverpool,2008,Matthew Nelson,49
Germany,Athletic Bilbao,Marseille,2010,Brian Walker,40
Russia,Athletic Bilbao,Tambov,2009,Joseph Perez,63
England,Borussia Dortmund,Brest,2008,Steven Taylor,35
France,FC Schalke 04,Cologne,2004,Ronald Wilson,83
Spain,Olympique Marseille,Rostov,2016,James Johnson,87
France,Chelsea FC,Ufa,2007,John Lewis,73
France,SPAL 2013,Gelsenkirchen,2009,William Robinson,78
Russia,AC Milan,St. Petersburg,2002,David King,31
Germany,Bayer 04 Leverkusen,Seville,2013,Steven Taylor,69
Russia,US Sassuolo,Dortmund,2008,John Smith,53
Italy,Olympique Lyon,Tambov,1991,William Robinson,71
Germany,FC Rostov,Leverkusen,2006,John Lewis,61
Spain,SC Freiburg,Hoffenheim,1990,Richard White,35
Spain,Real Betis,Munich,2015,Adam Williams,67
Spain,FC Schalke 04,Reims,2004,Joseph Evans,15
Germany,Sheffield United,London,1997,Norman White,28
France,Bayer 04 Leverkusen,Madrid,2011,Richard White,15
Italy,FC Ural,Bilbao,1995,Ronald Wilson,39
France,West Ham United,Lorient,2002,Albert Gonzalez,85
Italy,AS Roma,Ufa,1994,Nicholas Moore,33
Germany,Barcelona FC,Barcelona,2002,Timothy Harris,54
England,Real Sociedad,Ufa,1995,Kevin Campbell,37
Germany,FC Tambov,Yekaterinburg,2020,Joseph Evans,23
Spain,Inter Milan,Manchester,1995,Albert Gonzalez,7
Italy,US Sassuolo,Valencia,2015,David James,13
France,AS Monaco,Wolfsburg,1991,Adam Williams,64
Germany,FC Tambov,Rostov,2003,Thomas Brown,32
Germany,West Ham United,Manchester,1990,Kevin Campbell,55
Italy,RCD Mallorca,Barcelona,1996,Carl Taylor,97
Italy,AS Monaco,Turin,2013,Kenneth Hall,34
England,Stade de Reims,Lorient,2002,Jeffrey Adams,53
England,Real Madrid CF,Rostov,2016,Michael Thompson,89
Germany,US Sassuolo,Hoffenheim,2019,David James,21
France,FC Moscow,Sochi,1995,Joseph Evans,50
Germany,FC Moscow,Leverkusen,2002,William Moore,36
Russia,FC Schalke 04,Brest,1996,William Robinson,18
France,FC Sochi,Freiburg,2012,John Lewis,85
France,Olympique Lyon,Benevento,2019,James Johnson,14
Russia,Atletico Madrid,Cologne,2012,Christopher Taylor,3
Italy,West Ham United,Lorient,2001,Joseph Perez,40
Germany,Real Sociedad,Yekaterinburg,2019,David King,60
Germany,Liverpool FC,Metz,2015,Edward Phillips,43
Germany,FC Schalke 04,Marseille,1992,Brian Miller,27
England,Chelsea FC,Mainz,2015,Joseph Evans,41
England,Benevento Calcio,Sheffield,1992,Kenneth Hall,91
France,Barcelona FC,Marseille,2010,Christopher Taylor,9
England,Stade de Reims,Benevento,2001,Joseph Evans,14
Germany,Chelsea FC,Lyon,2020,Brian Miller,45
Germany,FSV Mainz 05,Moscow,2014,Joseph Perez,10
England,Real Betis,Brest,2017,Mark Anderson,75
Spain,Sheffield United,Palma de Mallorca,1992,Paul Davis,20
Russia,Manchester City,Mainz,2004,William Moore,69
Germany,Borussia Dortmund,Rennes,2011,David James,91
Germany,Borussia Dortmund,Cologne,1997,Adam Williams,85
Spain,Aston Villa,Paris,2003,Matthew Nelson,28
Germany,1. FC Köln,Brest,1990,Andrew Clark,57
France,Getafe CF,Gelsenkirchen,2008,Edward Phillips,73
France,Olympique Marseille,Sheffield,1998,Richard White,38
Spain,Inter Milan,Leicester,2021,Michael Thompson,66
Russia,Paris Saint Germain,Metz,2015,John Smith,39
Italy,Stade de Reims,Liverpool,2011,Joseph Evans,13
Germany,Getafe CF,Sheffield,2021,Paul Davis,34
Spain,AS Roma,Barcelona,2016,Ronald Wilson,33
Germany,Olympique Lyon,Brest,2003,James Johnson,87
Italy,FC Lorient,Milan,2001,Brian Walker,26
Germany,AS Roma,Seville,2000,David James,94
Spain,Manchester City,Birmingham,1996,Nicholas Moore,29
Spain,FSV Mainz 05,San Sebastian,2003,Richard White,25
England,SPAL 2013,Munich,1998,George Wilson,22
Spain,Manchester City,Metz,2006,Joshua Miller,92
Germany,Atletico Madrid,Gelsenkirchen,2018,Thomas Brown,7
Spain,Real Sociedad,Seville,2001,Matthew Baker,25
Russia,FC Ufa,Wolfsburg,2017,Matthew Baker,25
Germany,SS Lazio,London,2019,Norman White,75
Germany,Sevilla FC,Leicester,2009,Thomas Brown,98
Russia,Getafe CF,Manchester,2022,Kevin Campbell,68
England,Olympique Lyon,Rome,2009,Andrew Clark,70
Italy,SC Freiburg,Munich,2021,Matthew Nelson,66
England,VfL Wolfsburg,Munich,2016,Edward Phillips,89
Russia,Bayer 04 Leverkusen,Barcelona,2012,Brian Walker,42
France,Olympique Lyon,Sassuolo,2002,Joshua Miller,35
Italy,Manchester City,Madrid,1996,James Johnson,10
Russia,Borussia Dortmund,Brest,2015,Paul Davis,93
Germany,RC Celta de Vigo,Turin,2008,William Moore,24
England,Real Madrid CF,Milan,2006,Christopher Taylor,96
England,Stade de Reims,Freiburg,2016,David King,95
Germany,Sheffield United,Barcelona,1999,David James,61
Italy,Getafe CF,Hoffenheim,2022,William Moore,88
Italy,AS Monaco,Cologne,2014,Brian Walker,31
Italy,Manchester United,London,1998,Thomas Edwards,99
France,Olympique Marseille,Ufa,1993,Nicholas Moore,88
England,FSV Mainz 05,Metz,2010,Brian Miller,25
Italy,Barcelona FC,Lyon,1995,William Moore,49
Spain,Stade de Reims,Dortmund,2005,Thomas Edwards,4
England,FC Lorient,Rennes,2022,Kevin Campbell,10
Spain,FC Augsburg,Wolfsburg,2011,Thomas Brown,17
France,FC Ufa,San Sebastian,2003,Brian Walker,41
Russia,Aston Villa,Manchester,2003,Brian Walker,58
Italy,Sevilla FC,Sochi,2016,David James,27
France,Cagliari Calcio,St. Petersburg,2022,William Robinson,66
Germany,Cagliari Calcio,Getafe,2013,James Johnson,11
Spain,Benevento Calcio,Sheffield,2014,Andrew Clark,88
Russia,AC Milan,Benevento,1997,Brian Miller,85
Italy,FSV Mainz 05,Ferrara,2002,Jeffrey Adams,31
France,FC Metz,Hoffenheim,1996,David James,47
Italy,Leicester City,Getafe,2000,David James,59
England,Bayer 04 Leverkusen,Barcelona,1992,Richard Walker,32
Italy,Getafe CF,Monaco,2000,Matthew Nelson,56
France,FC Sochi,Yekaterinburg,2021,David James,38
England,Tottenham Hotspur,Ferrara,1997,Thomas Brown,42
England,Atletico Madrid,Sochi,2013,David James,53
France,FC Moscow,Dortmund,2000,Joseph Perez,60
France,Juventus FC,Yekaterinburg,1996,Mark Anderson,36
Spain,US Sassuolo,Ferrara,1993,Kenneth Hall,60
France,AS Monaco,Moscow,1994,Joseph Perez,11
Spain,FC Rostov,Rostov,2012,David James,49
Spain,Chelsea FC,Turin,2008,Steven Taylor,53
Italy,US Sassuolo,Lorient,1998,Brian Walker,87
England,FC Sochi,Munich,2016,Timothy Harris,81
Spain,Leicester City,Cagliari,2001,James Johnson,18
Italy,Bayer 04 Leverkusen,Brest,2018,James Johnson,13
Italy,RC Celta de Vigo,Madrid,1991,Edward Phillips,31
France,Real Betis,Orenburg,1997,Mark Anderson,59
Germany,FC Augsburg,Rome,2006,Richard White,62
France,Benevento Calcio,San Sebastian,1990,Richard Walker,52
Spain,Inter Milan,Monaco,2009,Richard White,47
Russia,Cagliari Calcio,Orenburg,1992,Matthew Nelson,60
Russia,SC Freiburg,Paris,2019,Mark Anderson,81
Spain,Benevento Calcio,Dortmund,1997,Brian Miller,57
Germany,Valencia CF,Metz,1999,Mark Anderson,63
Spain,Atletico Madrid,Turin,2014,Andrew Clark,24
England,Barcelona FC,Birmingham,2003,Albert Gonzalez,55
Italy,Valencia CF,Cologne,2002,Timothy Harris,20
Italy,Tottenham Hotspur,Palma de Mallorca,2002,Edward Phillips,60
Spain,RC Celta de Vigo,Rome,1997,Brian Walker,32
Italy,TSG 1899 Hoffenheim,Orenburg,2019,William Robinson,70
France,RCD Mallorca,Dortmund,2004,William Robinson,84
Italy,FC Schalke 04,Krasnodar,2000,William Robinson,67
Germany,Manchester City,Benevento,1994,Kenneth Hall,37
Italy,Bayer 04 Leverkusen,Krasnodar,2003,Norman White,51
Spain,Olympique Lyon,Cologne,2021,Joshua Miller,21
Russia,Real Betis,Rome,2006,Richard Walker,28
England,Bayer 04 Leverkusen,London,1990,William Robinson,26
Germany,TSG 1899 Hoffenheim,Milan,2020,Thomas Edwards,32
England,FC St. Petersburg,Cagliari,1999,Brian Walker,54
Spain,SPAL 2013,Augsburg,2012,Thomas Brown,26
Russia,Stade Brestois,Lorient,2016,Jeffrey Adams,21
Russia,VfL Wolfsburg,Rennes,2003,John Lewis,42
Germany,FC Metz,Sheffield,2014,David James,44
Germany,Sevilla FC,Hoffenheim,2006,Joseph Perez,93
England,US Sassuolo,Metz,2015,Richard Walker,43
Russia,FC Metz,St. Petersburg,2012,William Moore,76
Spain,Benevento Calcio,Milan,1993,Edward Phillips,12
Spain,Aston Villa,Krasnodar,1990,Joseph Perez,92
England,FC Orenburg,Vigo,2010,Brian Walker,48
Germany,TSG 1899 Hoffenheim,San Sebastian,1998,Joseph Perez,51
Italy,AS Monaco,Yekaterinburg,2010,Christopher Taylor,97
England,Stade de Reims,Monaco,1998,Kevin Campbell,84
Germany,FC Metz,Rome,2013,James Johnson,24
England,Manchester United,Benevento,1997,Richard White,4
Russia,SPAL 2013,Cologne,1998,Jeffrey Adams,55
Italy,AS Roma,Barcelona,2012,William Robinson,28
Spain,Stade de Reims,Turin,1999,Paul Davis,39
Germany,FC Rostov,Leverkusen,2012,Thomas Brown,61
Italy,Tottenham Hotspur,Benevento,2001,Brian Miller,8
Russia,Benevento Calcio,Leicester,2016,Thomas Brown,56
France,Manchester United,Metz,2021,Adam Williams,93
