Italy,Athletic Bilbao,Marseille,2016,Mark Anderson,55
Spain,Borussia Dortmund,Ufa,1997,James Johnson,94
Spain,FC Schalke 04,Monaco,1990,Kevin Campbell,11
Spain,Bayer 04 Leverkusen,Ufa,2013,Matthew Nelson,85
Italy,1. FC K�ln,Lorient,1999,Joshua Miller,95
Italy,RCD Mallorca,Mainz,2001,Carl Taylor,82
Russia,TSG 1899 Hoffenheim,Paris,2014,David James,2
France,FC Lorient,San Sebastian,1997,James Johnson,68
Russia,FC Metz,Liverpool,2006,Mark Anderson,3
France,FC Tambov,Palma de Mallorca,1991,Norman White,62
Spain,FC Ural,Munich,1998,Edward Phillips,38
Russia,SS Lazio,Madrid,2022,Joseph Evans,64
Italy,Real Madrid CF,Mainz,2005,Richard Walker,31
Italy,FC Ural,Manchester,2020,Joseph Evans,45
Italy,TSG 1899 Hoffenheim,Moscow,2022,Kevin Campbell,25
Italy,Juventus FC,Wolfsburg,2007,Matthew Nelson,1
England,FSV Mainz 05,Dortmund,1996,Richard Walker,54
Spain,Leicester City,Yekaterinburg,1995,Joseph Evans,19
England,SC Freiburg,Getafe,1995,Steven Taylor,71
France,West Ham United,Marseille,2009,William Robinson,52
Italy,Sevilla FC,Freiburg,1995,Albert Gonzalez,8
Germany,Tottenham Hotspur,Seville,2005,Edward Phillips,10
England,Manchester City,Cologne,2009,Thomas Edwards,53
England,AS Monaco,Barcelona,2008,Paul Davis,86
Spain,FC Orenburg,Getafe,1994,George Wilson,67
England,SPAL 2013,Paris,2016,Richard White,85
Italy,Getafe CF,Bilbao,2008,John Smith,44
Spain,Manchester United,Cagliari,1994,Edward Phillips,89
England,Borussia Dortmund,Gelsenkirchen,1992,David James,7
Russia,1. FC K�ln,Lorient,2013,Andrew Clark,89
Russia,Olympique Lyon,Paris,2004,Richard Walker,55
Italy,Benevento Calcio,San Sebastian,2002,James Johnson,99
England,Bayer 04 Leverkusen,Getafe,1995,Edward Phillips,90
England,FC Krasnodar,Barcelona,2000,Steven Taylor,40
Russia,FC Ural,San Sebastian,2003,Joshua Miller,26
